TransactionID,AccountID,CustomerID,Amount,Currency,MerchantName,MCC,Category,Channel,City,RegionCode,IsRefund,TransactionDate,BalanceAfter
45,1,1,-8,GBP,Vodafone,4899,Subscriptions,Online,London,E12000007,0,1/16/2025 10:47,-1066
46,1,1,-15,GBP,Sainsbury's,5411,Groceries,POS,London,E12000007,0,1/16/2025 11:55,-1081
47,1,1,-15,GBP,Morrisons,5411,Groceries,Online,London,E12000007,0,1/17/2025 13:33,-1096
48,1,1,-14,GBP,Iceland,5411,Groceries,POS,London,E12000007,0,1/17/2025 16:42,-1110
49,1,1,-6,GBP,Amazon,5399,Other,Online,London,E12000007,0,1/18/2025 10:09,-1116
50,1,1,-11,GBP,Leon,5812,Dining,POS,London,E12000007,0,1/19/2025 8:23,-1127
51,1,1,-3,GBP,Sainsbury's,5411,Groceries,Online,London,E12000007,0,1/19/2025 9:14,-1130
52,1,1,-12,GBP,McDonald's,5812,Dining,POS,London,E12000007,0,1/19/2025 10:23,-1142
53,1,1,-5,GBP,Cineworld,7812,Entertainment,Online,London,E12000007,0,1/19/2025 10:23,-1147
54,1,1,-3,GBP,Boots,5912,Health,Online,London,E12000007,0,1/19/2025 16:20,-1150
55,1,1,-12,GBP,Northern Rail,4111,Transport,POS,London,E12000007,0,1/19/2025 18:46,-1162
56,1,1,-3,GBP,Superdrug,5912,Health,Online,London,E12000007,0,1/19/2025 19:31,-1165
57,1,1,-3,GBP,Vue,7812,Entertainment,Online,London,E12000007,0,1/20/2025 9:15,-1168
58,1,1,-10,GBP,eBay,5399,Other,Online,London,E12000007,0,1/20/2025 9:50,-1178
59,1,1,-14,GBP,Waitrose,5411,Groceries,POS,London,E12000007,0,1/20/2025 10:42,-1192
60,1,1,-11,GBP,National Rail,4111,Transport,Online,London,E12000007,0,1/20/2025 11:34,-1203
61,1,1,-8,GBP,Odeon,7812,Entertainment,POS,London,E12000007,0,1/20/2025 17:55,-1211
62,1,1,-4,GBP,IKEA,5399,Other,POS,London,E12000007,0,1/20/2025 17:56,-1215
63,1,1,-18,GBP,Northern Rail,4111,Transport,POS,London,E12000007,0,1/20/2025 21:26,-1233
64,1,1,-10,GBP,Iceland,5411,Groceries,POS,London,E12000007,0,1/23/2025 9:11,-1243
65,1,1,-14,GBP,National Rail,4111,Transport,POS,London,E12000007,0,1/24/2025 11:10,-1257
66,1,1,-3,GBP,Boots,5912,Health,POS,London,E12000007,0,1/24/2025 13:50,-1260
67,1,1,-13,GBP,KFC,5812,Dining,Online,London,E12000007,0,1/24/2025 17:02,-1273
68,1,1,-7,GBP,Superdrug,5912,Health,POS,London,E12000007,0,1/24/2025 18:04,-1280
69,1,1,-21,GBP,IKEA,5399,Other,POS,London,E12000007,0,1/24/2025 21:42,-1301
70,1,1,-5,GBP,Superdrug,5912,Health,POS,London,E12000007,0,1/25/2025 13:55,-1306
71,1,1,-14,GBP,Tesco,5411,Groceries,Online,London,E12000007,0,1/25/2025 16:30,-1320
72,1,1,-14,GBP,Leon,5812,Dining,Online,London,E12000007,0,1/25/2025 17:29,-1334
73,1,1,-12,GBP,Zizzi,5812,Dining,Online,London,E12000007,0,1/25/2025 17:30,-1346
74,1,1,-18,GBP,Argos,5399,Other,Online,London,E12000007,0,1/25/2025 18:20,-1364
75,1,1,2581,GBP,Employer Ltd,6011,Income,Online,London,E12000007,0,1/27/2025 11:59,1217
76,1,1,-15,GBP,Northern Rail,4111,Transport,Online,London,E12000007,0,1/27/2025 16:13,1202
77,1,1,-8,GBP,Tenpin,7812,Entertainment,POS,London,E12000007,0,1/27/2025 16:57,1194
78,1,1,-6,GBP,Odeon,7812,Entertainment,Online,London,E12000007,0,1/27/2025 17:36,1188
79,1,1,-24,GBP,Argos,5399,Other,POS,London,E12000007,0,1/27/2025 20:15,1164
80,1,1,-7,GBP,Stagecoach,4111,Transport,Online,London,E12000007,0,1/28/2025 11:55,1157
81,1,1,-12,GBP,Cineworld,7812,Entertainment,Online,London,E12000007,0,1/28/2025 14:17,1145
82,1,1,-15,GBP,Morrisons,5411,Groceries,Online,London,E12000007,0,1/28/2025 15:00,1130
83,1,1,-3,GBP,Morrisons,5411,Groceries,Online,London,E12000007,0,1/28/2025 21:30,1127
508,3,2,-427,GBP,UKRentals,6513,Housing,Online,Newcastle,E12000001,0,1/2/2025 8:40,530
509,3,2,-3,GBP,Boots,5912,Health,Online,Newcastle,E12000001,0,1/2/2025 9:25,527
510,3,2,-11,GBP,Nando's,5812,Dining,Online,Newcastle,E12000001,0,1/2/2025 10:20,516
511,3,2,-15,GBP,Iceland,5411,Groceries,POS,Newcastle,E12000001,0,1/2/2025 19:50,501
512,3,2,-5,GBP,Pret a Manger,5812,Dining,POS,Newcastle,E12000001,0,1/3/2025 10:55,496
513,3,2,-6,GBP,Zizzi,5812,Dining,Online,Newcastle,E12000001,0,1/3/2025 14:49,490
514,3,2,-5,GBP,Stagecoach,4111,Transport,POS,Newcastle,E12000001,0,1/3/2025 19:29,485
515,3,2,-3,GBP,Merlin,7812,Entertainment,Online,Newcastle,E12000001,0,1/4/2025 12:10,482
516,3,2,-4,GBP,Amazon,5399,Other,Online,Newcastle,E12000001,0,1/4/2025 13:45,478
517,3,2,-3,GBP,Argos,5399,Other,Online,Newcastle,E12000001,0,1/4/2025 14:39,475
518,3,2,-10,GBP,Sainsbury's,5411,Groceries,Online,Newcastle,E12000001,0,1/5/2025 8:05,465
519,3,2,-3,GBP,Boots,5912,Health,POS,Newcastle,E12000001,0,1/5/2025 16:10,462
520,3,2,-3,GBP,Cineworld,7812,Entertainment,POS,Newcastle,E12000001,0,1/5/2025 17:20,459
521,3,2,-18,GBP,Sainsbury's,5411,Groceries,POS,Newcastle,E12000001,0,1/6/2025 11:38,441
522,3,2,-3,GBP,Superdrug,5912,Health,Online,Newcastle,E12000001,0,1/6/2025 15:33,438
523,3,2,-3,GBP,Odeon,7812,Entertainment,Online,Newcastle,E12000001,0,1/6/2025 15:53,435
524,3,2,-8,GBP,Uber,4111,Transport,POS,Newcastle,E12000001,0,1/6/2025 15:55,427
525,3,2,-6,GBP,First Bus,4111,Transport,Online,Newcastle,E12000001,0,1/6/2025 21:53,421
526,3,2,-4,GBP,Argos,5399,Other,POS,Newcastle,E12000001,0,1/7/2025 8:54,417
527,3,2,-8,GBP,eBay,5399,Other,POS,Newcastle,E12000001,0,1/9/2025 10:12,409
528,3,2,-3,GBP,Superdrug,5912,Health,POS,Newcastle,E12000001,0,1/9/2025 10:35,406
529,3,2,-3,GBP,Boots,5912,Health,Online,Newcastle,E12000001,0,1/9/2025 14:05,403
530,3,2,-3,GBP,NHS Prescription,5912,Health,POS,Newcastle,E12000001,0,1/9/2025 14:53,400
531,3,2,-9,GBP,Stagecoach,4111,Transport,Online,Newcastle,E12000001,0,1/9/2025 15:31,391
532,3,2,-3,GBP,Odeon,7812,Entertainment,POS,Newcastle,E12000001,0,1/9/2025 19:51,388
533,3,2,-4,GBP,Cineworld,7812,Entertainment,POS,Newcastle,E12000001,0,1/10/2025 8:27,384
534,3,2,-4,GBP,Amazon,5399,Other,POS,Newcastle,E12000001,0,1/10/2025 13:45,380
535,3,2,-5,GBP,Wagamama,5812,Dining,Online,Newcastle,E12000001,0,1/11/2025 9:21,375
536,3,2,-43,GBP,Octopus Energy,4900,Utilities,Online,Newcastle,E12000001,0,1/11/2025 9:38,332
537,3,2,-10,GBP,National Rail,4111,Transport,POS,Newcastle,E12000001,0,1/11/2025 13:35,322
538,3,2,-3,GBP,Vue,7812,Entertainment,POS,Newcastle,E12000001,0,1/11/2025 19:24,319
539,3,2,-26,GBP,Waitrose,5411,Groceries,Online,Newcastle,E12000001,0,1/11/2025 20:20,293
540,3,2,-4,GBP,KFC,5812,Dining,Online,Newcastle,E12000001,0,1/12/2025 8:23,289
541,3,2,-4,GBP,Leon,5812,Dining,POS,Newcastle,E12000001,0,1/12/2025 12:57,285
542,3,2,-5,GBP,eBay,5399,Other,Online,Newcastle,E12000001,0,1/13/2025 8:05,280
543,3,2,-9,GBP,Northern Rail,4111,Transport,POS,Newcastle,E12000001,0,1/13/2025 12:07,271
544,3,2,-19,GBP,Sainsbury's,5411,Groceries,POS,Newcastle,E12000001,0,1/13/2025 18:09,252
545,3,2,-25,GBP,Morrisons,5411,Groceries,Online,Newcastle,E12000001,0,1/13/2025 20:10,227
546,3,2,-3,GBP,Tenpin,7812,Entertainment,Online,Newcastle,E12000001,0,1/17/2025 14:45,224
547,3,2,-4,GBP,Northern Rail,4111,Transport,POS,Newcastle,E12000001,0,1/17/2025 17:40,220
548,3,2,-3,GBP,Superdrug,5912,Health,Online,Newcastle,E12000001,0,1/18/2025 12:54,217
549,3,2,-4,GBP,Zizzi,5812,Dining,POS,Newcastle,E12000001,0,1/18/2025 16:51,213
550,3,2,-7,GBP,Stagecoach,4111,Transport,POS,Newcastle,E12000001,0,1/19/2025 15:33,206
551,3,2,-3,GBP,Superdrug,5912,Health,Online,Newcastle,E12000001,0,1/19/2025 20:39,203
552,3,2,-22,GBP,Sainsbury's,5411,Groceries,POS,Newcastle,E12000001,0,1/20/2025 10:11,181
553,3,2,-4,GBP,Amazon,5399,Other,POS,Newcastle,E12000001,0,1/20/2025 10:27,177
554,3,2,-22,GBP,Iceland,5411,Groceries,Online,Newcastle,E12000001,0,1/20/2025 12:28,155
555,3,2,-6,GBP,Leon,5812,Dining,Online,Newcastle,E12000001,0,1/21/2025 10:44,149
556,3,2,-3,GBP,Tenpin,7812,Entertainment,Online,Newcastle,E12000001,0,1/21/2025 11:17,146
557,3,2,-4,GBP,Cineworld,7812,Entertainment,Online,Newcastle,E12000001,0,1/21/2025 13:30,142
558,3,2,-6,GBP,Amazon,5399,Other,Online,Newcastle,E12000001,0,1/21/2025 17:32,136
559,3,2,-3,GBP,Odeon,7812,Entertainment,POS,Newcastle,E12000001,0,1/22/2025 11:29,133
560,3,2,-20,GBP,Aldi,5411,Groceries,POS,Newcastle,E12000001,0,1/22/2025 13:07,113
561,3,2,-8,GBP,Northern Rail,4111,Transport,Online,Newcastle,E12000001,0,1/22/2025 16:50,105
562,3,2,-3,GBP,Boots,5912,Health,POS,Newcastle,E12000001,0,1/22/2025 17:44,102
563,3,2,-6,GBP,Argos,5399,Other,POS,Newcastle,E12000001,0,1/22/2025 17:49,96
564,3,2,-6,GBP,KFC,5812,Dining,POS,Newcastle,E12000001,0,1/22/2025 21:03,90
565,3,2,-7,GBP,Pret a Manger,5812,Dining,Online,Newcastle,E12000001,0,1/23/2025 8:38,83
566,3,2,-3,GBP,Boots,5912,Health,POS,Newcastle,E12000001,0,1/23/2025 12:16,80
567,3,2,-3,GBP,Merlin,7812,Entertainment,POS,Newcastle,E12000001,0,1/23/2025 15:30,77
568,3,2,-8,GBP,Amazon,5399,Other,Online,Newcastle,E12000001,0,1/23/2025 20:04,69
569,3,2,-3,GBP,National Rail,4111,Transport,Online,Newcastle,E12000001,0,1/23/2025 20:36,66
570,3,2,-7,GBP,First Bus,4111,Transport,Online,Newcastle,E12000001,0,1/24/2025 12:50,59
571,3,2,-4,GBP,KFC,5812,Dining,Online,Newcastle,E12000001,0,1/25/2025 9:02,55
572,3,2,-25,GBP,Lidl,5411,Groceries,Online,Newcastle,E12000001,0,1/25/2025 9:46,30
573,3,2,-30,GBP,Tesco,5411,Groceries,POS,Newcastle,E12000001,0,1/25/2025 17:55,0
574,3,2,-3,GBP,Tenpin,7812,Entertainment,POS,Newcastle,E12000001,0,1/25/2025 19:18,-3
575,3,2,-8,GBP,Argos,5399,Other,POS,Newcastle,E12000001,0,1/25/2025 19:24,-11
576,3,2,-4,GBP,Argos,5399,Other,Online,Newcastle,E12000001,0,1/26/2025 11:06,-15
577,3,2,-8,GBP,Leon,5812,Dining,POS,Newcastle,E12000001,0,1/26/2025 13:40,-23
578,3,2,-3,GBP,Superdrug,5912,Health,POS,Newcastle,E12000001,0,1/26/2025 18:52,-26
579,3,2,-3,GBP,Boots,5912,Health,Online,Newcastle,E12000001,0,1/27/2025 13:10,-29
580,3,2,-26,GBP,Lidl,5411,Groceries,POS,Newcastle,E12000001,0,1/27/2025 15:53,-55
581,3,2,-4,GBP,First Bus,4111,Transport,Online,Newcastle,E12000001,0,1/27/2025 18:55,-59
582,3,2,1053,GBP,Employer Ltd,6011,Income,Online,Newcastle,E12000001,0,1/28/2025 12:59,994
952,4,3,-4,GBP,KFC,5812,Dining,Online,Manchester,E12000002,0,1/1/2025 10:58,919
953,4,3,-3,GBP,Merlin,7812,Entertainment,Online,Manchester,E12000002,0,1/2/2025 9:13,916
954,4,3,-6,GBP,Northern Rail,4111,Transport,Online,Manchester,E12000002,0,1/2/2025 10:56,910
955,4,3,-14,GBP,Waitrose,5411,Groceries,Online,Manchester,E12000002,0,1/2/2025 11:58,896
956,4,3,-3,GBP,McDonald's,5812,Dining,Online,Manchester,E12000002,0,1/2/2025 19:52,893
957,4,3,-384,GBP,Acme Lettings,6513,Housing,Online,Manchester,E12000002,0,1/3/2025 9:55,509
958,4,3,-3,GBP,Wagamama,5812,Dining,Online,Manchester,E12000002,0,1/3/2025 12:52,506
959,4,3,-4,GBP,IKEA,5399,Other,POS,Manchester,E12000002,0,1/3/2025 14:41,502
960,4,3,-3,GBP,Boots,5912,Health,Online,Manchester,E12000002,0,1/3/2025 17:15,499
961,4,3,-3,GBP,Superdrug,5912,Health,POS,Manchester,E12000002,0,1/3/2025 19:47,496
962,4,3,-8,GBP,National Rail,4111,Transport,Online,Manchester,E12000002,0,1/4/2025 10:49,488
963,4,3,-3,GBP,Merlin,7812,Entertainment,POS,Manchester,E12000002,0,1/5/2025 10:11,485
964,4,3,-3,GBP,IKEA,5399,Other,Online,Manchester,E12000002,0,1/5/2025 11:15,482
965,4,3,-7,GBP,Argos,5399,Other,Online,Manchester,E12000002,0,1/5/2025 15:02,475
966,4,3,-12,GBP,Sainsbury's,5411,Groceries,Online,Manchester,E12000002,0,1/5/2025 15:50,463
967,4,3,-11,GBP,Aldi,5411,Groceries,Online,Manchester,E12000002,0,1/5/2025 16:39,452
968,4,3,-3,GBP,NHS Prescription,5912,Health,POS,Manchester,E12000002,0,1/6/2025 8:10,449
969,4,3,-4,GBP,Vue,7812,Entertainment,Online,Manchester,E12000002,0,1/6/2025 8:43,445
970,4,3,-3,GBP,Stagecoach,4111,Transport,Online,Manchester,E12000002,0,1/6/2025 21:48,442
971,4,3,-54,GBP,E.ON Next,4900,Utilities,Online,Manchester,E12000002,0,1/9/2025 8:40,388
972,4,3,-7,GBP,McDonald's,5812,Dining,POS,Manchester,E12000002,0,1/9/2025 8:41,381
973,4,3,-3,GBP,National Rail,4111,Transport,Online,Manchester,E12000002,0,1/10/2025 10:36,378
974,4,3,-4,GBP,KFC,5812,Dining,POS,Manchester,E12000002,0,1/10/2025 20:11,374
975,4,3,-5,GBP,Amazon,5399,Other,Online,Manchester,E12000002,0,1/10/2025 20:56,369
976,4,3,-4,GBP,Uber,4111,Transport,Online,Manchester,E12000002,0,1/11/2025 13:59,365
977,4,3,-3,GBP,IKEA,5399,Other,POS,Manchester,E12000002,0,1/11/2025 16:06,362
978,4,3,-3,GBP,Superdrug,5912,Health,POS,Manchester,E12000002,0,1/11/2025 16:21,359
979,4,3,-5,GBP,Cineworld,7812,Entertainment,POS,Manchester,E12000002,0,1/11/2025 16:43,354
980,4,3,-3,GBP,Cineworld,7812,Entertainment,Online,Manchester,E12000002,0,1/12/2025 10:08,351
981,4,3,-4,GBP,Cineworld,7812,Entertainment,Online,Manchester,E12000002,0,1/12/2025 13:11,347
982,4,3,-3,GBP,Superdrug,5912,Health,Online,Manchester,E12000002,0,1/12/2025 16:15,344
983,4,3,-5,GBP,Wagamama,5812,Dining,Online,Manchester,E12000002,0,1/12/2025 17:29,339
984,4,3,-3,GBP,NHS Prescription,5912,Health,POS,Manchester,E12000002,0,1/12/2025 20:48,336
985,4,3,-15,GBP,Aldi,5411,Groceries,POS,Manchester,E12000002,0,1/13/2025 9:39,321
986,4,3,-3,GBP,Amazon,5399,Other,POS,Manchester,E12000002,0,1/13/2025 10:56,318
987,4,3,-13,GBP,Iceland,5411,Groceries,Online,Manchester,E12000002,0,1/13/2025 12:17,305
988,4,3,-5,GBP,TFL,4111,Transport,POS,Manchester,E12000002,0,1/13/2025 13:32,300
989,4,3,-9,GBP,Iceland,5411,Groceries,POS,Manchester,E12000002,0,1/13/2025 19:12,291
990,4,3,-35,GBP,Vodafone,4899,Subscriptions,Online,Manchester,E12000002,0,1/15/2025 7:28,256
991,4,3,-3,GBP,Nando's,5812,Dining,Online,Manchester,E12000002,0,1/16/2025 16:58,253
992,4,3,-3,GBP,Cineworld,7812,Entertainment,Online,Manchester,E12000002,0,1/16/2025 18:39,250
993,4,3,-3,GBP,Superdrug,5912,Health,POS,Manchester,E12000002,0,1/16/2025 18:39,247
994,4,3,-3,GBP,Aldi,5411,Groceries,Online,Manchester,E12000002,0,1/16/2025 19:07,244
995,4,3,-3,GBP,Wagamama,5812,Dining,POS,Manchester,E12000002,0,1/17/2025 10:58,241
996,4,3,-3,GBP,Boots,5912,Health,Online,Manchester,E12000002,0,1/17/2025 16:46,238
997,4,3,-7,GBP,Argos,5399,Other,Online,Manchester,E12000002,0,1/17/2025 18:00,231
998,4,3,-4,GBP,Odeon,7812,Entertainment,POS,Manchester,E12000002,0,1/17/2025 19:15,227
999,4,3,-3,GBP,Nando's,5812,Dining,POS,Manchester,E12000002,0,1/18/2025 18:27,224
1000,4,3,-10,GBP,Aldi,5411,Groceries,POS,Manchester,E12000002,0,1/18/2025 21:29,214
1001,4,3,-3,GBP,Cineworld,7812,Entertainment,POS,Manchester,E12000002,0,1/19/2025 10:54,211
1002,4,3,-6,GBP,Argos,5399,Other,POS,Manchester,E12000002,0,1/20/2025 8:21,205
1003,4,3,-3,GBP,First Bus,4111,Transport,Online,Manchester,E12000002,0,1/20/2025 8:22,202
1004,4,3,-4,GBP,Northern Rail,4111,Transport,Online,Manchester,E12000002,0,1/20/2025 10:56,198
1005,4,3,-11,GBP,Lidl,5411,Groceries,Online,Manchester,E12000002,0,1/21/2025 12:20,187
1006,4,3,-9,GBP,Argos,5399,Other,Online,Manchester,E12000002,0,1/21/2025 13:36,178
1007,4,3,-3,GBP,NHS Prescription,5912,Health,Online,Manchester,E12000002,0,1/21/2025 20:17,175
1008,4,3,-5,GBP,First Bus,4111,Transport,Online,Manchester,E12000002,0,1/21/2025 20:35,170
1009,4,3,-3,GBP,NHS Prescription,5912,Health,Online,Manchester,E12000002,0,1/22/2025 13:24,167
1010,4,3,-3,GBP,NHS Prescription,5912,Health,Online,Manchester,E12000002,0,1/22/2025 13:58,164
1011,4,3,-9,GBP,Amazon,5399,Other,Online,Manchester,E12000002,0,1/22/2025 16:16,155
1012,4,3,-3,GBP,Nando's,5812,Dining,Online,Manchester,E12000002,0,1/22/2025 18:50,152
1013,4,3,-4,GBP,First Bus,4111,Transport,POS,Manchester,E12000002,0,1/23/2025 11:14,148
1014,4,3,-3,GBP,McDonald's,5812,Dining,Online,Manchester,E12000002,0,1/23/2025 12:18,145
1015,4,3,-3,GBP,Superdrug,5912,Health,Online,Manchester,E12000002,0,1/23/2025 19:39,142
1016,4,3,-5,GBP,Vue,7812,Entertainment,POS,Manchester,E12000002,0,1/23/2025 21:46,137
1017,4,3,-3,GBP,Merlin,7812,Entertainment,POS,Manchester,E12000002,0,1/24/2025 15:39,134
1018,4,3,-5,GBP,IKEA,5399,Other,POS,Manchester,E12000002,0,1/24/2025 17:54,129
1019,4,3,-7,GBP,Amazon,5399,Other,Online,Manchester,E12000002,0,1/25/2025 11:59,122
1020,4,3,-13,GBP,Waitrose,5411,Groceries,POS,Manchester,E12000002,0,1/25/2025 15:04,109
1021,4,3,-3,GBP,Stagecoach,4111,Transport,POS,Manchester,E12000002,0,1/25/2025 16:22,106
1022,4,3,-3,GBP,Wagamama,5812,Dining,Online,Manchester,E12000002,0,1/25/2025 20:47,103
1023,4,3,1103,GBP,Employer Ltd,6011,Income,Online,Manchester,E12000002,0,1/26/2025 10:46,1206
1024,4,3,-8,GBP,Tesco,5411,Groceries,POS,Manchester,E12000002,0,1/26/2025 12:41,1198
1025,4,3,-4,GBP,Northern Rail,4111,Transport,Online,Manchester,E12000002,0,1/26/2025 21:46,1194
1026,4,3,-3,GBP,Tenpin,7812,Entertainment,POS,Manchester,E12000002,0,1/27/2025 15:29,1191
1027,4,3,-6,GBP,Lidl,5411,Groceries,Online,Manchester,E12000002,0,1/27/2025 17:19,1185
1405,6,4,-483,GBP,Acme Lettings,6513,Housing,Online,Manchester,E12000002,0,1/1/2025 8:49,-78
1406,6,4,-3,GBP,NHS Prescription,5912,Health,Online,Manchester,E12000002,0,1/1/2025 13:00,-81
1407,6,4,-3,GBP,Boots,5912,Health,POS,Manchester,E12000002,0,1/2/2025 16:45,-84
1408,6,4,-3,GBP,Odeon,7812,Entertainment,Online,Manchester,E12000002,0,1/2/2025 19:08,-87
1409,6,4,-3,GBP,Aldi,5411,Groceries,Online,Manchester,E12000002,0,1/2/2025 20:43,-90
1410,6,4,-3,GBP,Superdrug,5912,Health,Online,Manchester,E12000002,0,1/3/2025 11:37,-93
1411,6,4,-3,GBP,Northern Rail,4111,Transport,Online,Manchester,E12000002,0,1/3/2025 13:35,-96
1412,6,4,-5,GBP,Argos,5399,Other,POS,Manchester,E12000002,0,1/3/2025 14:14,-101
1413,6,4,-3,GBP,Merlin,7812,Entertainment,Online,Manchester,E12000002,0,1/3/2025 17:21,-104
1414,6,4,-6,GBP,Morrisons,5411,Groceries,Online,Manchester,E12000002,0,1/4/2025 10:36,-110
1415,6,4,-15,GBP,Lidl,5411,Groceries,POS,Manchester,E12000002,0,1/4/2025 11:04,-125
1416,6,4,-12,GBP,IKEA,5399,Other,Online,Manchester,E12000002,0,1/4/2025 11:56,-137
1417,6,4,-3,GBP,Nando's,5812,Dining,Online,Manchester,E12000002,0,1/4/2025 12:26,-140
1418,6,4,-3,GBP,McDonald's,5812,Dining,Online,Manchester,E12000002,0,1/5/2025 11:50,-143
1419,6,4,-3,GBP,Pret a Manger,5812,Dining,Online,Manchester,E12000002,0,1/5/2025 14:33,-146
1420,6,4,-3,GBP,Uber,4111,Transport,Online,Manchester,E12000002,0,1/5/2025 15:15,-149
1421,6,4,-3,GBP,Odeon,7812,Entertainment,Online,Manchester,E12000002,0,1/5/2025 18:03,-152
1422,6,4,-4,GBP,TFL,4111,Transport,POS,Manchester,E12000002,0,1/5/2025 21:54,-156
1423,6,4,-4,GBP,IKEA,5399,Other,POS,Manchester,E12000002,0,1/6/2025 20:20,-160
1424,6,4,-3,GBP,Cineworld,7812,Entertainment,Online,Manchester,E12000002,0,1/8/2025 8:09,-163
1425,6,4,-3,GBP,Superdrug,5912,Health,POS,Manchester,E12000002,0,1/8/2025 14:01,-166
1426,6,4,-10,GBP,Tesco,5411,Groceries,Online,Manchester,E12000002,0,1/8/2025 16:38,-176
1427,6,4,-3,GBP,Merlin,7812,Entertainment,POS,Manchester,E12000002,0,1/9/2025 12:40,-179
